PWSID,Supply Name,Population,2021,2022,2023,2024,2025,Total Replaced,Lead Lines,GPCL,Unknown,Total To Replace,Percent Replaced,Non-Lead,Total Lines,Exceedance,Latitude,Longitude,EPA_Link,Status Explanation,Status
MI0000716,BINGHAM TOWNSHIP,25,,,,,,,,,,,,56,,,42.92853646,-84.45925506,https://echo.epa.gov/detailed-facility-report?fid=MI0000716&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0000722,BIRCH RUN TOWNSHIP,"2,080",,,,,,,,,,,,906,906,,43.26020624,-83.7782678,https://echo.epa.gov/detailed-facility-report?fid=MI0000722&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000720,"BIRCH RUN, VILLAGE OF","1,555",,,,,,,,,,,,459,459,,43.26752898,-83.79869862,https://echo.epa.gov/detailed-facility-report?fid=MI0000720&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040082,BIRCHWOOD ESTATES,168,,,,,,,,,,,,67,67,,42.12802214,-85.2250604,https://echo.epa.gov/detailed-facility-report?fid=MI0040082&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000725,BIRCHWOOD FARMS,"1,227",,,,,,,,,,,,434,434,,45.45319856,-85.04862816,https://echo.epa.gov/detailed-facility-report?fid=MI0000725&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000730,BIRMINGHAM,"20,472",216,204,83,27,35,565,153,2,33,188,75.0%,"8,968","9,156",2019,42.54947187,-83.21697719,https://echo.epa.gov/detailed-facility-report?fid=MI0000730&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0000731,BISHOP LAKE APARTMENTS,,,,,,,,,,,,,1,1,,42.54737353,-83.85241888,https://echo.epa.gov/detailed-facility-report?fid=MI0000731&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000733,BLACK BEAR FARMS,110,,,,,,,,,,,,101,101,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0000740,BLACKMAN TOWNSHIP,"14,817",,,,,,,,,,,,"2,858","2,858",2020,42.2859678,-84.43829767,https://echo.epa.gov/detailed-facility-report?fid=MI0000740&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000743,BLAIR TOWNSHIP,"2,788",,,,,,,,,,,,"1,583","1,583",,44.6774849,-85.66447538,https://echo.epa.gov/detailed-facility-report?fid=MI0000743&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000750,BLISSFIELD,"3,276",10,23,11,7,14,65,718,,,718,8.3%,828,"1,546",,41.83217042,-83.86548822,https://echo.epa.gov/detailed-facility-report?fid=MI0000750&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000775,BLOOMFIELD HILLS,"3,540",,,,,,,,,,,,"1,488","1,488",,42.57811073,-83.24566234,https://echo.epa.gov/detailed-facility-report?fid=MI0000775&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000790,BLOOMFIELD TOWNSHIP,"41,070",9,,,,,9,,,,,100.0%,"15,150","15,150",,42.57393292,-83.28921806,https://echo.epa.gov/detailed-facility-report?fid=MI0000790&sys=SDWIS,100% replaced,100% replaced
MI0003925,BLUE LAKE RESIDENCES,212,,,,,,,,,,,,70,70,,43.37091191,-86.18599469,https://echo.epa.gov/detailed-facility-report?fid=MI0003925&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000794,BLUE SPRUCE APARTMENTS,96,,,,,,,,,,,,6,6,,42.86615262,-84.91686448,https://echo.epa.gov/detailed-facility-report?fid=MI0000794&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000795,"BLUE WATER VILLAGE WELL SITE, LLC",114,,,,,,,,,,,,12,12,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0000798,BLUMFIELDREESE WATER AUTH.,"3,024",,,,,,,,,,,,"1,533","1,533",,43.45161389,-83.69466807,https://echo.epa.gov/detailed-facility-report?fid=MI0000798&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000799,BOYNAIRE LANDOWNERS ASSOCIATION,54,,,,,,,,,,,,14,14,,45.50657042,-84.93220387,https://echo.epa.gov/detailed-facility-report?fid=MI0000799&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000800,"BOYNE CITY, CITY OF","3,735",,,,,64,64,725,355,,"1,080",5.6%,491,"1,571",,45.21064351,-85.0065004,https://echo.epa.gov/detailed-facility-report?fid=MI0000800&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000810,"BOYNE FALLS, VILLAGE OF",370,,,,,,,,,,,,160,160,,45.1697425,-84.91353027,https://echo.epa.gov/detailed-facility-report?fid=MI0000810&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000815,BOYNE MOUNTAIN RESORT,950,,,,,,,,,,,,156,156,2023,45.18098348,-84.94409612,https://echo.epa.gov/detailed-facility-report?fid=MI0000815&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000820,"BRECKENRIDGE, VILLAGE OF","1,339",,,,,,,,,12,12,0%,598,610,,43.40685589,-84.47745503,https://echo.epa.gov/detailed-facility-report?fid=MI0000820&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001980,BREITUNG TWP.EAST KINGSFORD,"1,200",4,12,2,8,13,39,203,164,,367,9.6%,175,542,,45.82742452,-87.96193454,https://echo.epa.gov/detailed-facility-report?fid=MI0001980&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002450,BRIARCLIFF HOMEOWNERS ASSN,483,,,,,,,,,,,,193,193,,42.53302665,-83.34720123,https://echo.epa.gov/detailed-facility-report?fid=MI0002450&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000840,BRIDGEPORT TOWNSHIP,"10,104",,,,,,,,,,,,"4,111","4,111",,43.37038547,-83.87972325,https://echo.epa.gov/detailed-facility-report?fid=MI0000840&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000850,BRIDGMAN,"2,291",,,,,,,,,,,,"1,131","1,131",,41.92652559,-86.56176202,https://echo.epa.gov/detailed-facility-report?fid=MI0000850&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000860,"BRIGHTON, CITY OF","10,210",,,,,,,,,,,,"3,983","3,983",,42.54673836,-83.77551249,https://echo.epa.gov/detailed-facility-report?fid=MI0000860&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000877,BRILEY TOWNSHIP,435,,,,,,,,,,,,163,163,2018,45.00647468,-84.15040814,https://echo.epa.gov/detailed-facility-report?fid=MI0000877&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000890,BRITTON,611,,,,,,,,,,,,280,280,,41.98860462,-83.83099184,https://echo.epa.gov/detailed-facility-report?fid=MI0000890&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000910,BRONSON,"2,421",,4,4,13,12,33,298,319,,617,5.1%,320,937,,41.87312999,-85.19421716,https://echo.epa.gov/detailed-facility-report?fid=MI0000910&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000894,BROOK OF HOUGHTON LAKE,105,,,,,,,,,,,,1,1,,44.36294823,-84.70096561,https://echo.epa.gov/detailed-facility-report?fid=MI0000894&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000045,BROOKDALE ADRIAN,115,,,,,,,,,,,,152,152,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0000920,BROOKLYN,"1,313",,,,,,,,,,,,579,579,,42.10396457,-84.24188469,https://echo.epa.gov/detailed-facility-report?fid=MI0000920&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040218,BROOMFIELD VALLEY,212,,,,,,,,,100,100,0%,27,127,,43.58917613,-84.97703984,https://echo.epa.gov/detailed-facility-report?fid=MI0040218&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000930,BROWN CITY,"1,316",5,,1,,,6,4,29,,33,15.4%,465,498,,43.21188418,-82.98842243,https://echo.epa.gov/detailed-facility-report?fid=MI0000930&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000940,BROWNSTOWN TOWNSHIP,"33,194",1,,1,8,11,21,7,6,,13,61.8%,"9,019","9,032",,42.14033888,-83.26435283,https://echo.epa.gov/detailed-facility-report?fid=MI0000940&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0000951,BRUCE TOWNSHIP,115,,,,,,,,,,,,143,143,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0000960,BUCHANAN,"4,871",,1,2,10,85,98,132,426,,558,14.9%,"1,267","1,825",,41.8297245,-86.36436436,https://echo.epa.gov/detailed-facility-report?fid=MI0000960&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000970,"BUCKLEY, VILLAGE OF",529,,,,,,,,,,,,202,202,,44.49448611,-85.67724577,https://echo.epa.gov/detailed-facility-report?fid=MI0000970&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040051,BUENA VISTA ESTATES,79,,,,,,,,,,,,70,70,,44.72358029,-85.82372489,https://echo.epa.gov/detailed-facility-report?fid=MI0040051&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000980,BUENA VISTA TOWNSHIP,"8,676",,,,,,,,,"1,637","1,637",0%,"1,133","2,770",,43.42327834,-83.89121064,https://echo.epa.gov/detailed-facility-report?fid=MI0000980&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001000,BURR OAK,828,,,,,,,,,272,272,0%,74,346,,41.84709554,-85.32278922,https://echo.epa.gov/detailed-facility-report?fid=MI0001000&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002780,BURT TOWNSHIP,411,,,,,,,,,,,,324,324,,46.66832991,-85.98168505,https://echo.epa.gov/detailed-facility-report?fid=MI0002780&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001005,BURT VIEW ASSOCIATION,42,,,,,,,,,,,,5,5,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001008,BURTCHVILLE TOWNSHIP,"2,900",,,,,,,,,,,,"1,237","1,237",,43.122641,-82.49158224,https://echo.epa.gov/detailed-facility-report?fid=MI0001008&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001010,"BURTON, CITY OF","21,000",,,,,,,,,,,,"6,751","6,751",,42.99620105,-83.62573487,https://echo.epa.gov/detailed-facility-report?fid=MI0001010&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001015,BUTTERCUP SHORES,40,,,,,,,,,,,,26,70,,,,,Inventory not received or data not complete,Inventory not received or incomplete
MI0001018,BUTTERFIELD WOODS SUBDIVISION,65,,,,,,,,,,,,35,35,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001019,BYRAM RIDGE,40,,,,,,,,,,,,105,105,,42.79537369,-83.78813967,https://echo.epa.gov/detailed-facility-report?fid=MI0001019&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001020,"BYRON, VILLAGE OF",581,,,,,,,,,187,187,0%,49,236,,42.83946926,-83.93295151,https://echo.epa.gov/detailed-facility-report?fid=MI0001020&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001023,BYRONGAINES UTILITY AUTHORITY,"37,464",,,,,,,,,,,,"12,600","12,600",,42.82977359,-85.66722702,https://echo.epa.gov/detailed-facility-report?fid=MI0001023&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040093,C & M MOBILE HOME COURT,70,,,,,,,,,,,,27,27,,41.77189293,-86.05079904,https://echo.epa.gov/detailed-facility-report?fid=MI0040093&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040599,CADGEWITH FARMS,344,,,,,,,,,,,,226,226,,42.84745342,-84.57578538,https://echo.epa.gov/detailed-facility-report?fid=MI0040599&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001030,"CADILLAC, CITY OF","10,355",,,,,1,1,,98,333,431,0.2%,"3,444","3,875",,44.2506439,-85.41206068,https://echo.epa.gov/detailed-facility-report?fid=MI0001030&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001037,CALEDONIA ESTATES,160,,,,,,,,,,,,5,5,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001039,CALEDONIA TOWNSHIP,"4,573",,,,,,,,,,,,"1,553","1,553",,42.79961434,-85.50454035,https://echo.epa.gov/detailed-facility-report?fid=MI0001039&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001040,CALUMET,726,,,,,,,,,15,15,0%,320,335,,47.24253013,-88.45188268,https://echo.epa.gov/detailed-facility-report?fid=MI0001040&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001046,CALUMET TOWNSHIP,50,,,,,,,,,6,6,0%,59,65,,47.26997938,-88.52171687,https://echo.epa.gov/detailed-facility-report?fid=MI0001046&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040068,CAMBRIDGE VILLAGE,80,,,,,,,,,,,,2,2,,41.93719969,-84.93608646,https://echo.epa.gov/detailed-facility-report?fid=MI0040068&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001050,CAMDEN,512,,,,,,,,,,,,236,236,,41.75437436,-84.75671598,https://echo.epa.gov/detailed-facility-report?fid=MI0001050&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001052,CAMP ARCADIA / LCA,400,,,,,,,,,,,,59,59,,44.49200494,-86.23563653,https://echo.epa.gov/detailed-facility-report?fid=MI0001052&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040617,CANTERBURY ESTATES MHP,350,,,,,,,,,,,,290,290,,42.94893699,-85.06846587,https://echo.epa.gov/detailed-facility-report?fid=MI0040617&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001100,CANTON TOWNSHIP,"99,627",,,,,2,2,,,,,100.0%,"26,626","26,626",,42.3095344,-83.48670087,https://echo.epa.gov/detailed-facility-report?fid=MI0001100&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001110,"CAPAC, VILLAGE OF","1,775",,,,,2,2,,,,,100.0%,692,692,,43.0107052,-82.9278321,https://echo.epa.gov/detailed-facility-report?fid=MI0001110&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040675,CAPITAL CROSSINGS,345,,,,,,,,,,,,299,299,,42.81130504,-84.79080153,https://echo.epa.gov/detailed-facility-report?fid=MI0040675&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001125,CARNEYNADEAU WATER & SEWER AUTHORITY,200,,,,,,,,,,,,87,87,,45.59022042,-87.55476774,https://echo.epa.gov/detailed-facility-report?fid=MI0001125&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040482,CARO RIVERVIEW MHP LLC,175,,,,,,,,,,,,98,98,,43.47376288,-83.40449476,https://echo.epa.gov/detailed-facility-report?fid=MI0040482&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001130,"CARO, CITY OF","5,029",,2,6,7,6,21,29,8,75,112,15.8%,"2,083","2,195",,43.48968493,-83.40309751,https://echo.epa.gov/detailed-facility-report?fid=MI0001130&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001160,CARROLLTON TOWNSHIP,"6,103",,,,,,,,3,736,739,0%,"1,677","2,416",,43.46680606,-83.94381805,https://echo.epa.gov/detailed-facility-report?fid=MI0001160&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001170,CARSON CITY,"3,322",,,,1,34,35,33,85,213,331,9.6%,201,532,,43.1751996,-84.85026501,https://echo.epa.gov/detailed-facility-report?fid=MI0001170&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001180,"CARSONVILLE, VILLAGE OF",527,,,,,,,,,,,,259,259,,43.426039,-82.67100169,https://echo.epa.gov/detailed-facility-report?fid=MI0001180&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001195,CASEVILLE TOWNSHIP,"2,005",,,,,,,,,,,,"1,012","1,012",,43.94553112,-83.27170374,https://echo.epa.gov/detailed-facility-report?fid=MI0001195&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001190,"CASEVILLE, CITY OF",777,,,,,,,,,,,,806,806,,43.91229445,-83.37098726,https://echo.epa.gov/detailed-facility-report?fid=MI0001190&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001210,CASPIAN,997,1,,,,,1,,,,,100.0%,482,482,,46.06417135,-88.6323917,https://echo.epa.gov/detailed-facility-report?fid=MI0001210&sys=SDWIS,100% replaced,100% replaced
MI0001220,"CASS CITY, VILLAGE OF","2,428",20,19,6,5,11,61,36,248,,284,17.7%,714,998,,43.60141786,-83.17593829,https://echo.epa.gov/detailed-facility-report?fid=MI0001220&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005234,CASS COUNTY WATER SYSTEM,"1,350",,,,,,,,,,,,830,830,,41.89758512,-85.92409936,https://echo.epa.gov/detailed-facility-report?fid=MI0005234&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001230,CASS LAKESIDE SUBDIVISION,700,,,,,,,15,,48,63,0%,183,246,,42.61120503,-83.3860709,https://echo.epa.gov/detailed-facility-report?fid=MI0001230&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001250,CASSOPOLIS,"1,815",2,,,,,2,274,286,1,561,0.4%,210,771,,41.90988314,-86.00526477,https://echo.epa.gov/detailed-facility-report?fid=MI0001250&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001256,CECIL FARMS,200,,,,,,,,,,,,76,76,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001258,CEDAR CREEK TOWNSHIP,124,,,,,,,,,,,,53,53,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001252,CEDAR CREEK WATER COMPANY,325,,,,,,,,,,,,112,112,,44.80205601,-85.6533862,https://echo.epa.gov/detailed-facility-report?fid=MI0001252&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001253,CEDAR HILL ASSISTED LIVING,45,,,,,,,,,,,,1,1,2021,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001260,CEDAR SPRINGS,"3,520",,,,,,,,,,,,915,915,,43.20994948,-85.55523123,https://echo.epa.gov/detailed-facility-report?fid=MI0001260&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040375,CEDARBROOK ESTATES,"1,728",,,,,,,,,,,,693,693,,42.61676272,-83.50696795,https://echo.epa.gov/detailed-facility-report?fid=MI0040375&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040619,CEDARFIELD MOBILE HOME PARK,480,,,,,,,,,,,,209,209,,43.21204423,-85.60397123,https://echo.epa.gov/detailed-facility-report?fid=MI0040619&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001290,"CENTER LINE, CITY OF","8,257",2,5,47,,2,56,298,9,"1,617","1,924",2.8%,880,"2,804",,42.8715791,-82.92269844,https://echo.epa.gov/detailed-facility-report?fid=MI0001290&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001300,"CENTRAL LAKE, VILLAGE OF",952,2,5,2,2,8,19,16,65,131,212,8.2%,383,595,,45.06556302,-85.26065258,https://echo.epa.gov/detailed-facility-report?fid=MI0001300&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001310,CENTREVILLE,"1,579",,,,,,,,,,,,499,499,,41.92321403,-85.52831889,https://echo.epa.gov/detailed-facility-report?fid=MI0001310&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001325,CHALET DU PAW PAW CONDOMINIUMS,95,,,,,,,,,,,,19,19,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040125,CHALET ESTATES MOBILE HOME PARK,100,,,,,,,,,,,,40,40,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001327,CHARLESTON TOWNSHIP,30,,,,,,,,,,,,2,2,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0001330,CHARLEVOIX,"3,124",1,5,9,19,13,47,76,164,979,"1,219",3.7%,965,"2,184",,45.31222949,-85.27168591,https://echo.epa.gov/detailed-facility-report?fid=MI0001330&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0001335,CHARLEVOIX TOWNSHIP,"1,700",,,,,,,,,84,84,0%,656,740,,45.31983391,-85.24224332,https://echo.epa.gov/detailed-facility-report?fid=MI0001335&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
